ID,Type,Episodes,Status,Aired,Premiered,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Title_Eng,Title,Score,Ranked,Members,Popularity,Synopsis
1975,TV,22,Finished Airing,"Oct 14, 2000 to Mar 17, 2001",Fall 2000,add some,add some,E&G Films,Original,Unknown,25 min. per ep.,G - All Ages,2,Invincible King Tri-Zenon,Mutekiou Tri-Zenon,6.53,6441,1667,11419,"During the Edo Period, 3 mysterious space capsules were sent down to earth. Fear that it might bring chaos to the earth, the humans at that time buried these 3 objects down beneath the ground and entrusted a piece of descriptive map to the Kamui family. Today, these 3 objects were awaken one by one. The first to awaken, Tri-Zenon, one of the Zenon Guardians is now driven by the descendant of the Kamui family, Akira Kamui, his brother Ai Kamui and his friend Kanna. Aliens who descend to earth with a purpose will now have to face Tri-Zenon."
9900,TV,140,Finished Airing,"Oct 2, 2000 to Mar 30, 2001",Fall 2000,TV Tokyo,add some,add some,Unknown,Unknown,5 min. per ep.,G - All Ages,2,Unknown,Hamster Club,6.37,7344,1060,12756,Hamster daily life.
10623,TV,13,Finished Airing,"Oct 6, 2000 to Jan 12, 2001",Fall 2000,add some,add some,add some,Unknown,Unknown,23 min. per ep.,PG-13 - Teens 13 or older,2,Unknown,Hayan Ma-eum Baeggu,6.27,7902,1054,12780,"Sol and Dong live with their widower father on an island village, where he works as a fisherman. One day a white puppy enters their lives. They adopt him and name him Max. However, after their father dies at sea and circumstances separate Max from Sol and Dong, Max must find the will to fight his way home, so he can be reunited with his owners."
8220,TV,65,Finished Airing,"Oct 8, 2000 to Jun 29, 2001",Fall 2000,NHK,add some,Radix,Unknown,Unknown,4 min. per ep.,G - All Ages,1,Unknown,Baby Felix,5.46,11472,764,13894,A young Felix the Cat and his baby pals find fun and mischief along their travels.
1593,ONA,1,Finished Airing,"Dec 28, 2000",Unknown,add some,add some,Ajia-do,4-koma manga,Unknown,3 min.,G - All Ages,28,Azumanga Web Daioh,Azumanga Web Daiou,6.7,5527,32579,3763,"Chiyo brings a video camera to school for a class project. But when Tomo gets a hold of it, heaps of trouble happen all over campus."
29391,ONA,7,Finished Airing,"Dec 1, 2000 to Dec 25, 2000",Unknown,add some,add some,add some,Other,Unknown,1 min. per ep.,G - All Ages,0,Unknown,Pinky Wakuwaku Tabi Stroll,4.75,12809,441,15979,A promotional anime for Frente International's Pinky candy featuring their [pink] monkey mascot bring happiness through the power of Pinky candy in honor of the Pinky Citron Mint flavour release.
1369,OVA,1,Finished Airing,"Oct 11, 2000",Unknown,add some,add some,TMS Entertainment,Manga,"Adventure, Comedy, Mystery",24 min.,PG-13 - Teens 13 or older,12,Unknown,Detective Conan OVA 01: Conan vs. Kid vs. Yaiba - Houtou Soudatsu Daikessen!!,7.23,2977,19981,4708,"Mitsuhiko Tsuburaya lends Conan Edogawa a massive amount of manga, which Conan starts reading, despite the overwhelming quantity. Elsewhere, Kogorou Mouri is asked by the Mine family to protect the treasured sword in their dojo, as Kaitou Kid has sent a note of his intent to steal it. Upon arriving at the dojo, Conan and the others meet Yaiba Kurogane. Together, they aim to thwart the phantom thief's plans. However, Conan begins to notice something strange about the case...

[Written by MAL Rewrite]"
1387,OVA,10,Finished Airing,"Dec 8, 2000 to Jan 30, 2004",Unknown,Discovery,Central Park Media,AT-2,Visual novel,Unknown,28 min. per ep.,Rx - Hentai,79,Night Shift Nurses,Yakin Byoutou,6.29,N/A,12342,5677,"On a forbidden hospital ward, the head doctor performs madly erotic experiments, stripping the nursing staff of their uniforms, inhibitions and self-control... until even he is shocked by what he uncovers!"
4304,OVA,7,Finished Airing,"Dec 16, 2000 to Dec 18, 2002",Unknown,Five Ways,add some,Meltdown,Manga,Unknown,28 min. per ep.,Rx - Hentai,42,A Forbidden Time,Kodomo no Jikan,6.08,N/A,10038,6183,"Saki Izumi is your average day high school student, looking for a part-time job. She gets lucky when her neighbors ask her to babysit and tutor their lovely children: three junior high school boys. Saki is more than happy to take on such an easy task, but what she soon finds out is that nothing in life is easy. These lovely children love a bit too much. Lustful and fearless, they force Saki to be their sexual slave; they tie her up and use her as their toy to practice all sorts of perverted fantasies. However, Saki gradually begins to enjoy this awkward situation more than she should..."
10917,OVA,3,Finished Airing,"Dec 22, 2000",Unknown,add some,4Kids Entertainment,OLM,Game,"Adventure, Comedy, Fantasy",15 min. per ep.,PG - Children,4,Pokémon: Pikachu's Winter Vacation (2001),Pokemon: Pikachu no Fuyuyasumi (2001),6.39,7264,9975,6194,"Pikachu's Winter Vacations are three series of videos, each composed of several Pikachu shorts. All shorts deal with winter and Christmas. This is the third and last series and contains Delibird's Dilemma, Snorlax Snowman & Trouble in Big Town."
938,OVA,4,Finished Airing,"Dec 21, 2000 to Jun 25, 2001",Unknown,Bandai Visual,Discotek Media,Brain's Base,Unknown,"Action, Sci-Fi",27 min. per ep.,PG-13 - Teens 13 or older,27,Shin Getter Robo vs. Neo Getter Robo,Shin Getter Robo tai Neo Getter Robo,7.08,3786,6200,7502,"Years after the defeat of the Reptilian Empire, Getter Team has begun training on a new super robot, Neo Getter Robo. But a surprise attack from the Empire's revived leader forces them to recruit a street fighter named Go Ichimonji as Getter One's pilot. Faced with an enormously powerful foe, the new team's only hope for victory may lie in the resurrection of the lost weapon of humanity, Shin Getter Robo."
2262,OVA,1,Finished Airing,"Oct 24, 2000",Unknown,add some,ADV Films,Phoenix Entertainment,Game,"Action, Horror, Sci-Fi, Supernatural",55 min.,R - 17+ (violence & profanity),3,Unknown,Sin: The Movie,5.1,12355,5531,7870,"In Sin, Blade must unravel a series of mysterious kidnappings. As he delves into the city's merciless underworld, an elaborate mystery unfold; at is heart, the SinTEK corporation and its leader, the ruthless and beautiful Elexis Sinclair. A Brilliant biochemist, Sinclair will stop at nothing to achieve her goal: a plan that could force the next step of human evolution-or spell doom for mankind."
1495,OVA,2,Finished Airing,"Dec 13, 2000 to Mar 7, 2001",Unknown,add some,Central Park Media,Vega Entertainment,Unknown,"Drama, Sci-Fi",45 min. per ep.,PG-13 - Teens 13 or older,4,Unknown,Maetel Legend,6.4,7199,4510,8512,"The artificial sun that lights the frozen planet La Metalle is dying, threatening to extinguish what little life is left there. Queen La Andromeda Prometheum decides that the only way for her people to survive is for them to submit to Hardgear's transformation process, which will turn everyone's body into machines. The Queen's daughters, Emeraldas and Maetel, refuse to submit to this process, and fight to stay human."
3039,OVA,2,Finished Airing,"Nov 10, 2000 to Feb 16, 2001",Unknown,Digital Works,Critical Mass Video,Y.O.U.C,Visual novel,Unknown,28 min. per ep.,Rx - Hentai,8,Unknown,Campus,5.82,N/A,3266,9435,"Takakage is troubled by a strange dream, seemingly of a former life as a soldier in the Sengoku Era of Japan. In that life, he loved the miko Ayame, though their love was doomed by war. Now, in this life, he is given a prophecy that he will meet the woman of his dreams.

Takakage, a college student, has been having strange dreams lately. In them, a young shrine priestess named Ayame promises to marry a young, look-alike soldier named Genshiro the night before he is sent to battle. Takakage finds a maiden who looks like the woman from his dreams. With the help of her, his sister, and his fortune-telling friend, he seeks to find the answers of what their, and his, true origins lay."
1529,OVA,3,Finished Airing,"Nov 25, 2000 to Jan 25, 2001",Unknown,AIC,Media Blasters,Studio Gazelle,Game,"Action, Ecchi",23 min. per ep.,R+ - Mild Nudity,0,Devadasy,De:vadasy,4.59,12945,3182,9519,"For young men like Kei, life is still plagued by nothing but homework and girl trouble. When an unknown force besieges Earth with robotic war machines, however, it is Kei who is chosen to defend the human race."
1512,OVA,2,Finished Airing,"Oct 27, 2000 to Dec 15, 2000",Unknown,Pink Pineapple,NuTech Digital,P core,Visual novel,"Sports, Hentai",27 min. per ep.,Rx - Hentai,3,Angels in the Court,Court no Naka no Tenshi-tachi,5.75,N/A,3175,9526,"Leave it up to handsome coach Akira to make sure that the Aota Academy's girls volleyball team members learn excellent technique and ball control. In the first episode, volleyball ace Nanase joins the team, but she can only get fired up to play when the coach gets her ""hot."" When Akira gets beaten up and sent to the hospital, how will the team be able to compete in the championship if Nanase can't get in the mood to play? Find out in this fun and funny sexy adventure!"
2365,OVA,1,Finished Airing,"Nov 1, 2000",Unknown,SME Visual Works,add some,Group TAC,Unknown,"Adventure, Fantasy",45 min.,R - 17+ (violence & profanity),3,Unknown,Grandeek,5.47,11444,2083,10804,"This is a tale of swords and sorcery as the young warrior-woman Tia Allbright and her hapless assistant, Luke, battle demon assassins in a fantasy land.

Tia arrives on the island of Marcleida with her trusted sword 'Grandeek,' which holds a spirit within that helps her on her quests. She is soon turned away however. Determined to get on the island, Tia searches for a way past the fences that guard the entrance, as another stranger arrives on the island to take on a mysterious job. Someone has been killing the inhabitants of the island and has the ability to appear and disappear at will. Seems the sword 'Aihorn' has been stolen and the spirit that resides within it seeks vengenance on those who killed its master 50 years before.

As Tia makes her way inside the island, it becomes clear that both she, and the stranger, are after the sword Aihorn, hoping to bring to an end its bloody goal. But the sword has the ability to possess the person who wields it - putting Tia and the stranger at a great disadvantage.

Based on the manga by Kohime Ohse, Tia and Grandeek will have to face their most difficult challenge yet..."
4561,OVA,4,Finished Airing,"Oct 25, 2000 to Apr 25, 2001",Unknown,Green Bunny,add some,AIC,Original,Unknown,30 min. per ep.,Rx - Hentai,1,Unknown,Zoku Gosenzo San'e,5.44,N/A,1956,10990,"A direct sequel, continuing about nine months after the first season ends."
2373,OVA,4,Finished Airing,"Oct 28, 2000 to Jul 18, 2001",Unknown,Five Ways,add some,Mikimoto Production,Visual novel,"Fantasy, Supernatural, Hentai",28 min. per ep.,Rx - Hentai,0,The Boundary between Dream and Reality,Mugen no Kyoukai,5.53,N/A,1896,11072,"The main character, Kengo, keeps having dreams of a strange world where different animal (and plant) women are being raped by strange monsters. Why is this and what is this strange dream world?

Before long it will become more than just a mere dream..."
5558,OVA,1,Finished Airing,"Dec 20, 2000",Unknown,White Bear,add some,Studio Kyuuma,Unknown,Unknown,37 min.,Rx - Hentai,6,Unknown,Auction: Bijo Dorei,5.38,N/A,1879,11098,Based on something labelled 美少女奴隷市 (Bishoujo Dorei Shi) possibly with some involvement by someone named Sawada Naonori (澤田尚徳).
5117,OVA,5,Finished Airing,"Nov 28, 2000 to Jun 18, 2002",Unknown,Five Ways,JapanAnime,Alice Production,Visual novel,"Fantasy, Hentai",28 min. per ep.,Rx - Hentai,4,Legend of the Black Eye,Kokudo Ou,5.85,N/A,1866,11113,"Isheildo is a young prince from the small country of Bosarre. Two larger nations that border Bosarre have sent their princesses to stay with Isheildo for one and a half months, hoping to gain more political power by having him marry one of them. Both are desperate for some kind of alliance and have to allow Isheildo one and a half months to decide whether he will marry Bellshil (of the east country of Rohan) or Ariel (of the West country of Gerod). Both princesses are desperate to win him over, and of course, will go to any lengths to ensure that the diplomatic relationship can be formed."
4848,OVA,2,Finished Airing,"Nov 26, 2000 to Feb 16, 2001",Unknown,Discovery,Kitty Media,add some,Visual novel,Unknown,29 min. per ep.,Rx - Hentai,2,Maiden of Deliverance,Hinadori no Saezuri,5.36,N/A,1561,11597,"Dred Burton was a railroad tycoon who lived in a mansion with many maids who were used to ""serve"" the guests of the house. Now he's dead, but there's a new boss in town and she's just as bad as he was. The maids are being forced into even more bizarre and debaucherous situations than ever before. How far will things go? When will the pleasurable tortures end?"
2538,OVA,2,Finished Airing,"Dec 25, 2000 to May 25, 2001",Unknown,KENMedia,add some,Arms,Visual novel,"Drama, Fantasy, Mystery, Romance",28 min. per ep.,PG-13 - Teens 13 or older,0,Unknown,With You: Mitsumeteitai,5.24,12071,1440,11837,"Based on a H-game with the same title released by Cocktail Soft in 1998, With You: Mitsumeteitai focuses on love triangle between the main characters who were childhood friends. They were separated because one of them had to move to Myanmar (an Asian country formerly known as Burma). After six years, they are re-united again and the story begins..."
3567,OVA,1,Finished Airing,"Oct 8, 2000",Unknown,Five Ways,NuTech Digital,G.P Entertainment,Original,Unknown,28 min.,Rx - Hentai,0,Renzu: The Distance Between the Two,Renzu: Futari no Kyori,5.15,N/A,1427,11861,"During his high school years, Tohru Shioda saved his childhood friend Asuka Misaki in exchange for his golden leg. Unable to play soccer anymore, he now spends his time staring through his camera. Asuka still holds feelings for him, but there`s an emotion inside Shioda that keeps him from feeling the same way. Will there be a happy ending?"
5664,OVA,3,Finished Airing,"Nov 24, 2000 to Mar 23, 2001",Unknown,Pink Pineapple,add some,Arms,Visual novel,Unknown,26 min. per ep.,Rx - Hentai,1,Unknown,Keibiin,5.56,N/A,1336,12037,"Based on the H game by Interheart.

A security guard at a department store ensnares shoplifters by blackmailing them with videos showing them stealing."
5663,OVA,4,Finished Airing,"Oct 13, 2000 to Jun 25, 2004",Unknown,Allure,add some,add some,Unknown,Unknown,30 min. per ep.,Rx - Hentai,0,Unknown,G.T.R G-cup Teacher Rei,4.83,N/A,1281,12165,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.
5665,OVA,4,Finished Airing,"Dec 22, 2000 to Nov 30, 2001",Unknown,Discovery,add some,Mook Animation,Visual novel,Unknown,29 min. per ep.,Rx - Hentai,1,Unknown,Shin Ruri-iro no Yuki,5.41,N/A,1114,12579,"Makabe Hiroshi, who liked science and invention, was supposed to move to the apartment which was owned by the parents of his childhood friend, Yoko. There was a rumor that a ghost appeared in the room, but he decided to move because of very inexpensive rent. After his move was finished and when he was preparing for the party with Kotobuki who was Yoko’s elder brother, the parts of the machine scattered around on the floor short-circuited and exploded. The explosion made a hole on the floor, and they found a strange jar in the hole. A snow fairly with blonde hair came out from the jar. Her name was Ruri. In this way, the cohabitation of Hiroshi and a snow fairly, Ruri, began suddenly. (anidb)"
4967,OVA,1,Finished Airing,"Dec 22, 2000",Unknown,add some,add some,SIDO LIMITED,Manga,"Action, Sci-Fi",1 hr.,PG-13 - Teens 13 or older,0,Locke the Superman: Mirror Ring,Choujin Locke: Mirror Ring,5.47,11435,1080,12690,"""Locke the Superman, Mirror Ring"" is the 30th Anniversary Episode following '84, ""Locke the Superman, Mirrenian the witch"" (Theatrical Version), '89, ""Lordleon"" (OVA) and '91, ""New World Command"" (OVA). 

In the space history year of 0375, the killing Plan of Esper and the Imperial Plan met with failure. Run, who had executed these plans because of his partiality for his own self-made computer named Elena, lived together with Locke and Near under their protection. At the same time, Cassandra and Barcov of the Hackers netted the widely dispersed computers in each corner of space, and they succeeded in reviving some abandoned programs. This was the federal administrative computer, Elena. She tried to start the previous Imperial Plan again. When Locke found out about it, he set off to stop it. At the same time, the federal administration which detected something abnormal, also started to move. Involving Run and Near who chased Locke, the confusion was expanding to the entire Galaxy..."
4495,OVA,1,Finished Airing,"Oct 25, 2000",Unknown,MS Pictures,add some,Sonsan Kikaku,Manga,Unknown,29 min.,Rx - Hentai,1,Unknown,Hyakkiyakou: Warashi,5.07,N/A,1015,12892,Based on the manga by Ajisu Abeba (あじすあべば).
5543,OVA,1,Finished Airing,"Nov 18, 2000",Unknown,Five Ways,add some,add some,Unknown,Unknown,1 hr. 4 min.,Rx - Hentai,1,Unknown,Under World,4.85,N/A,723,14072,"Based on the cartoon by one of the greatest Korean cartoonists Bae Keum Tack, ""Under World"" follows the adventures (and misadventures) of a orthodox-looking, but mischievous monk. The story contains satirical and critical moments."
5987,OVA,1,Finished Airing,"Dec 2, 2000",Unknown,add some,add some,add some,Original,Unknown,17 min.,G - All Ages,1,Unknown,Marin to Yamato: Fushigi na Nichiyoubi,5.71,10537,399,16437,"Two children, Marin and Yamato, found a mysterious fairy in a park."
405,Movie,1,Finished Airing,"Nov 18, 2000",Unknown,Aniplex,Manga Entertainment,Production I.G,Original,"Award Winning, Horror, Supernatural",48 min.,R - 17+ (violence & profanity),252,Unknown,Blood: The Last Vampire,6.87,4685,109429,1885,"Teropterids are evil beasts which pose as humans and live only to drink human blood. Fortunately for the human world there are groups dedicated to destroying them. A brooding and mysterious girl named Saya is the best teropterid slayer there is, and now, in 1960s Japan, she is sent to a U. S. army base which may be infested...

(Source: ANN)"
